0,1536266.547861521,113344
1,1539970.0865791962,124000
2,1521923.1954712356,124000
3,1518255.5297684001,130944
4,1531739.8586583738,137760
5,1523255.3310425822,124000
6,1534599.232131079,109728
7,1548919.1701961101,130944
8,1536238.2094827702,113344
9,1520148.1110576463,127488
10,1530304.7115310903,106080
11,1521920.843722467,109728
12,1528594.0442075715,113344
13,1530132.7577550237,120480
14,1529085.8753062305,130944
15,1527771.598303555,134368
16,1521017.8840856727,130944
17,1526370.2947623662,137760
18,1521971.8764328093,116928
19,1520984.878652202,106080
20,1521280.7062349522,134368
21,1525712.6926154888,116928
22,1521443.0113475884,141120
23,1523269.1349979925,130944
24,1526192.0408137222,124000
