0,5449285.76973702,21072
1,5449285.76973702,24472
2,5449285.76973702,21072
3,5449285.76973702,27840
4,5449285.76973702,15912
5,5449285.76973702,21072
6,5449285.76973702,26160
7,5449285.76973702,15912
8,5449285.76973702,24472
9,5449285.76973702,21072
10,5449285.76973702,21072
11,5449285.76973702,26160
12,5449285.76973702,22776
13,5449285.76973702,15912
14,5449285.76973702,19360
15,5449285.76973702,17640
16,5449285.76973702,27840
17,5449285.76973702,22776
18,5449285.76973702,19360
19,5449285.76973702,21072
20,5449285.76973702,19360
21,5449285.76973702,21072
22,5449285.76973702,24472
23,5449285.76973702,17640
24,5449285.76973702,14176
