0,6621703.700356713
1,6586319.595237133
2,6536097.044157709
3,6616811.10515603
4,6879342.4730356615
5,6843625.623955743
6,6721308.832003846
7,6794387.098175211
8,6808657.191666415
9,6647974.378044127
10,6588157.371415753
11,6549639.702912713
12,6538803.776187843
13,6698263.044290931
14,6634669.582603291
15,6533302.747927264
16,6580025.264269669
17,6586319.595237133
18,6837018.331893343
19,6690033.775215528
20,6663295.145907225
21,6728981.128148776
22,6604594.135517978
23,6824135.912078241
24,6767522.765870788
