0,6205618.574166747
1,6164502.664731581
2,6273388.784889496
3,6186362.159274789
4,6281065.83654835
5,6396341.844874654
6,6253436.279554289
7,6204779.2743449705
8,6193471.453269472
9,6294554.816980257
10,6290247.616385414
11,6079600.851089418
12,6221581.247514899
13,6217720.759834007
14,6305333.600915777
15,6173778.2626344655
16,6128716.142269934
17,6286070.776022035
18,6203770.943422505
19,6149083.240827729
20,6137242.707550896
21,6605502.371822244
22,6200318.303919544
23,6302003.58403789
24,6294504.7720728675
