0,2961989.245383971
1,3199826.076454555
2,2976692.4705664287
3,2912600.186980955
4,2903780.364680507
5,2956851.5963138407
6,3127794.730434856
7,2931639.453075576
8,2913649.5490431073
9,2880614.6436973563
10,2962155.014159285
11,3026437.7878936594
12,3144449.8894535927
13,2942489.4931798577
14,3069076.5093219113
15,3041739.8495634035
16,2969442.330264335
17,3042334.420147585
18,2930777.517989155
19,2873551.1348985033
20,2931129.824618069
21,2996846.5329358843
22,2947260.4181522317
23,3050080.3854583586
24,2918269.8965626583
