0,8770057.409847645
1,8845572.586869856
2,8799385.142934678
3,8668176.85426547
4,8765690.945191134
5,8765320.643422872
6,8846590.003889559
7,8789740.609258898
8,8914964.464337349
9,8856670.715960667
10,8766465.491009856
11,8836233.289895436
12,8672643.02542833
13,8686279.515271014
14,8609624.412629789
15,8845795.825761812
16,8810292.041179309
17,8667774.603722533
18,8950644.476221401
19,8641489.093606941
20,8715881.729595559
21,8700285.944865568
22,8740097.786435159
23,8813980.958800327
24,8748964.015949572
