0,4526315.032121616
1,4496671.464092019
2,4449538.2784924125
3,4623063.701236977
4,4505440.300072388
5,4458128.808990823
6,4371742.375296416
7,4456749.246546808
8,4500951.755836642
9,4356579.747214881
10,4435554.819571139
11,4447771.6684301095
12,4351244.531672963
13,4648744.97872489
14,4493709.845812574
15,4446549.858345834
16,4383732.923078571
17,4450438.4080370255
18,4621111.753259085
19,4486982.303347391
20,4454175.441940224
21,4409048.658815898
22,4441176.402627571
23,4425591.148728389
24,4435749.609723331
