0,3630621.637894933
1,3692186.5124408067
2,3781129.1378380316
3,3651044.8583562407
4,3658036.31787
5,3714225.4859098108
6,3757413.2335420395
7,3655783.7505705217
8,3766695.2928219
9,3685313.094375679
10,4040097.443560131
11,3799773.2125094817
12,3884245.900408379
13,3883235.3815386603
14,3745702.7230646205
15,3663853.9999842164
16,3695517.9519871376
17,3859666.8062781654
18,3713989.5685608764
19,4004379.722286998
20,3800796.0932770306
21,3790845.298381754
22,3649779.915920032
23,3728121.7737976355
24,3738273.4661170556
