0,8336343.889533372
1,8527500.739721332
2,8318724.034515331
3,8278640.285734713
4,8421097.718435932
5,8307653.660136115
6,8307653.660136115
7,8441571.658203634
8,8441571.658203634
9,8318724.034515331
10,8699120.83439433
11,8318724.034515331
12,8691993.058430381
13,8278640.285734713
14,8283491.7237026505
15,8327691.8884152025
16,8318724.034515331
17,8688049.363849381
18,8446843.253866322
19,8308504.6710840715
20,8426675.24265467
21,8283491.7237026505
22,8283036.984059295
23,8432152.501618939
24,8333580.205658473
