0,2169198.3932320513
1,2218229.716257239
2,2236111.0954435747
3,2141802.467074276
4,2287417.62984593
5,2192680.647036967
6,2101461.3430088987
7,2262664.342453118
8,2141247.196116437
9,2141056.52750427
10,2181459.0439550346
11,2230040.958712203
12,2129403.9888023348
13,2188485.2180514056
14,2102374.098692093
15,2199242.5463462537
16,2218297.164889912
17,2234041.9801336667
18,2201139.592349536
19,2191177.014109217
20,2197376.8262633584
21,2180754.368711867
22,2236657.768663351
23,2264384.455997381
24,2196201.0282539283
