0,3883894.507368091
1,7108444.597081043
2,3914058.9744360573
3,4398356.75552157
4,4011883.0726364413
5,4650742.451670369
6,3920738.6015271503
7,4020555.1833619014
8,3752976.7391662784
9,3890862.293112609
10,3808477.398424301
11,4110275.0690699597
12,3893236.1749110376
13,4293542.925805546
14,3780712.335658458
15,3862173.0449496224
16,4013490.921346464
17,4276785.422435588
18,4465479.761384453
19,4389773.388326998
20,4873401.40814123
21,3966622.133301354
22,4241242.559013545
23,3848184.727177338
24,3853545.245346498
