0,3611370.8544618674
1,3463371.7318330295
2,3452094.955183822
3,3417449.2043937463
4,3465338.57801144
5,3559971.7356735575
6,3468225.1209966065
7,3487515.085328361
8,3414726.371676655
9,3414513.9891120587
10,3460857.1039443812
11,3479149.5198983448
12,3427422.6267142035
13,3436350.4596016924
14,3341409.871895256
15,3338466.7798254527
16,3466165.68304298
17,3448800.54369571
18,3481531.5776561466
19,3381417.508732254
20,3459229.011977454
21,3361632.12521082
22,3520770.3052408257
23,3490025.421293575
24,3422096.4132376383
