0,1528764.3300697112
1,1496672.2677623357
2,1588430.1396236438
3,1518259.3091770625
4,1519907.468159775
5,1500054.8980582703
6,1577556.570238993
7,1549588.4817295168
8,1547986.2418489144
9,1484097.872221435
10,1518526.1954308986
11,1522922.167449034
12,1531619.0148674531
13,1515235.2415616957
14,1520419.622510777
15,1605149.997350261
16,1497532.6093853232
17,1539308.0385618813
18,1536443.11178106
19,1559642.7750279568
20,1535676.2623331146
21,1509771.411822747
22,1497293.7525590835
23,1550512.1376208744
24,1474670.5250384815
