0,12333745.777152544
1,12333745.777152544
2,12333745.777152544
3,12296942.52539433
4,12333745.777152544
5,14694954.649588985
6,11958293.210178472
7,14694954.649588985
8,12333745.777152544
9,12296942.52539433
10,12296942.52539433
11,11958293.210178472
12,15300740.024861107
13,12296942.52539433
14,12296942.52539433
15,12296942.52539433
16,12333745.777152544
17,14694954.649588985
18,12333745.777152544
19,12296942.52539433
20,14694954.649588985
21,12333745.777152544
22,12296942.52539433
23,12296942.52539433
24,11958293.210178472
