0,1361185.891421529
1,1340051.5648916336
2,1342857.2497156563
3,1345025.2070546143
4,1364097.5121588537
5,1359765.0226936678
6,1331930.9562783637
7,1294724.0063753861
8,1405471.419115589
9,1360834.2258822836
10,1325633.548238914
11,1340166.2456495452
12,1460485.6201515407
13,1352880.4912536715
14,1411704.7859622468
15,1325692.1108235884
16,1354478.9723094336
17,1354498.1650750486
18,1237327.0147865051
19,1357816.0642879442
20,1341955.1053797214
21,1351025.9663263697
22,1312949.4698208002
23,1349689.717918187
24,1341142.1085673915
