0,11353597.89329973
1,10496927.20744205
2,11433296.464354312
3,11245412.267561514
4,10096305.01895163
5,11787336.174064057
6,10681251.31486135
7,11443120.063286291
8,12243594.88068739
9,11576019.200019512
10,9982392.803822448
11,11657052.10481766
12,11591223.342659151
13,10132305.753210237
14,13214248.40068331
15,11324751.395253414
16,10270999.902743222
17,11207188.836466255
18,11527296.730957568
19,11423496.527560864
20,11787336.174064057
21,11722118.02331205
22,11429999.258733299
23,11884269.053896435
24,11262251.918259509
