0,1198612.2000900863
1,1115196.6006956536
2,1175339.5172440857
3,1174270.9709951456
4,1261588.407039267
5,1178035.077149141
6,1147650.8670975848
7,1087285.170646558
8,1159949.6630455768
9,1201853.6775970513
10,1126209.240362991
11,1072646.8931271618
12,1106199.2969579971
13,1222886.4656550866
14,1128917.2345921868
15,1154954.5144291183
16,1107751.270348075
17,1197284.6197418834
18,1176845.6732360795
19,1177025.6813878105
20,1072308.6109640298
21,1206769.9130686212
22,1176506.319371936
23,1187693.1004339748
24,1153217.946606711
