0,6917740.875328453
1,7101310.501085679
2,7086535.007085892
3,7196878.698137439
4,7034024.710154479
5,6853349.835061021
6,6893587.400578489
7,7021095.249216625
8,7160959.699823555
9,6915965.319323028
10,6892207.509934817
11,7067902.630451185
12,6863623.023741419
13,7069183.090058469
14,7021054.123074937
15,6967467.641786915
16,7128109.358398126
17,7207838.780419172
18,7118411.863975595
19,6837138.024466542
20,6844562.113253284
21,7155308.366924924
22,7166742.510093222
23,6946536.494108813
24,6909547.3911887845
