0,6260909.187406798
1,6260909.187406798
2,6260909.187406798
3,9720908.615038414
4,6258187.786219163
5,6260909.187406798
6,6258187.786219163
7,6260909.187406798
8,6260909.187406798
9,6226065.404354712
10,6226065.404354712
11,6260909.187406798
12,6226065.404354712
13,6226065.404354712
14,6260909.187406798
15,6226065.404354712
16,6226065.404354712
17,6260909.187406798
18,6226065.404354712
19,6226065.404354712
20,9720908.615038414
21,6226065.404354712
22,6226065.404354712
23,6226065.404354712
24,6226065.404354712
