0,3528825.5061945757
1,3578641.45500463
2,3551172.105269416
3,3485072.268164898
4,3635444.4889171547
5,3504507.720411037
6,3532862.8548306557
7,3638055.566791001
8,3725582.1251495457
9,3532123.3051888635
10,3670641.072563442
11,3486286.8515289305
12,3552133.5338481385
13,3472755.3682596846
14,3593941.268422329
15,3677026.5081740967
16,3507995.255169428
17,3450042.7205093266
18,3613328.4685012954
19,3467546.018330674
20,3523933.1701483615
21,3533052.388348746
22,3683450.2266496625
23,3497325.2257899954
24,3632851.1764361155
