0,12052779.055914063
1,11123501.928178241
2,11101426.979700787
3,11692804.995480215
4,12030138.430522768
5,11126020.43363714
6,11207379.33675939
7,12030138.430522768
8,11126020.43363714
9,11207379.33675939
10,11207379.33675939
11,11491376.808443783
12,11126020.43363714
13,11692804.995480215
14,11207379.33675939
15,11692804.995480215
16,11126020.43363714
17,11101426.979700787
18,11126020.43363714
19,11207379.33675939
20,11207379.33675939
21,11113690.954509761
22,11207379.33675939
23,11126020.43363714
24,11207379.33675939
