0,2197961.017196893
1,2119209.341169689
2,2112398.614358798
3,2057373.2549901097
4,2184753.448805326
5,2132607.5793641955
6,2204312.8567907335
7,2113016.8546438063
8,2138385.6709001795
9,2114966.7745176237
10,2255686.1773138368
11,2117771.5323408507
12,2103657.9505317365
13,2092060.774176482
14,2095364.8884694634
15,2135157.939334464
16,2162612.9341296786
17,2200554.2335562543
18,2169406.454123864
19,2182948.3818795145
20,2277977.1766914185
21,2263594.559786754
22,2104320.485825649
23,2184049.653873659
24,2142328.71354127
