0,6261561.067716362
1,5380027.42558091
2,6040983.770457236
3,7785838.9895881
4,5576142.569305066
5,5575894.398409159
6,6798541.6608545575
7,5543918.074129513
8,6269644.080785468
9,5932596.8072067555
10,9719989.53350094
11,7645555.298372505
12,6309673.336360739
13,5966077.167921579
14,7368687.499009269
15,5627017.326192643
16,8515901.940558095
17,6138442.4342378685
18,5543641.221617272
19,8699933.160891097
20,9459897.174113693
21,5632303.3296324955
22,5608115.281587271
23,6027423.653745879
24,6077619.079849464
