0,2878309.434051688
1,2855021.224901503
2,2781945.2570026834
3,2909806.160892718
4,2631010.0587393935
5,2987737.4695148915
6,3022658.9907770786
7,2718325.5343235782
8,2829971.616373651
9,2917486.137104717
10,2907905.0488602314
11,3312967.7159553724
12,2797299.780422021
13,2883519.276921575
14,3194157.6395986704
15,3022104.946337805
16,2731077.5030315905
17,2936643.53788152
18,2826210.215925535
19,2762597.25692957
20,2988238.787704543
21,2614717.3691967167
22,2614781.213896649
23,2826937.4435011484
24,2853870.6060291515
