0,5002255.200704012
1,4979175.336151124
2,4959019.274356879
3,5020679.99774298
4,5068404.705829931
5,5067196.725984537
6,5009977.202648352
7,4997129.283886442
8,5070261.487189974
9,4810859.291013801
10,4997639.679129071
11,4942466.379339685
12,4915742.894919344
13,4988073.609446995
14,5046116.906569453
15,4996957.186025114
16,5104144.684145693
17,4855724.913121326
18,5107946.095218984
19,5068412.167460645
20,5124810.56202592
21,5142610.865713422
22,4871226.5773781575
23,5062134.153785698
24,4812875.471317814
