0,1883253.0672510874
1,1880377.9450185776
2,1969088.4441904393
3,1927803.0253476996
4,1836015.8012549554
5,1922084.4682760823
6,1961452.4994729334
7,1903912.471648502
8,1952466.9908903614
9,1978490.613112403
10,1940899.858491151
11,1870559.8703386053
12,1942081.5946588041
13,1878445.5629012308
14,1953382.3656454803
15,1856208.5727673923
16,1874190.3555425222
17,1971216.6964923935
18,1952238.5855332655
19,1939386.5082212312
20,1951255.4039443885
21,1884101.6926249806
22,1880150.4471401966
23,1924940.724882773
24,1951372.3707428174
