0,3064741.221126563
1,3138258.1388198696
2,3079879.3900314546
3,3134104.907447779
4,3099170.391089439
5,3224603.91687574
6,3237776.787111206
7,3076313.8466933104
8,3021841.3155044806
9,3178580.1392071065
10,3150379.8489094335
11,3002935.272794735
12,3103381.016308597
13,3230436.975347573
14,3268443.315608456
15,3007146.3378811544
16,3187052.1223605047
17,3050304.712252866
18,3227917.389755901
19,3095871.741343498
20,3077784.211013816
21,2964252.3039989346
22,3105733.0034904163
23,3232190.676486523
24,3140362.51869639
