0,2024779.5208343414
1,2099531.352923831
2,2096804.5803556782
3,1977485.2290688818
4,2103119.7458401234
5,2030572.4936014104
6,2022592.3737729054
7,2021920.5122381104
8,2040460.972587895
9,2122691.156150335
10,2048486.9221719275
11,2054525.6353461135
12,2024951.0622965926
13,2007128.5067965921
14,1957783.7284225698
15,2061830.7339766957
16,2033328.7332991129
17,2032220.1927911278
18,2105459.7606799607
19,1979697.8055103917
20,2114181.8559855847
21,2037423.5445024932
22,1976894.617476623
23,2002389.962463672
24,2024515.7293486886
