0,5530928.645167067
1,5205235.223537614
2,5638666.850311211
3,5232167.194983398
4,5512691.356214621
5,5580798.689171293
6,5191368.558141022
7,5461374.48884948
8,5302336.455093656
9,5654985.946872815
10,5593518.1250871755
11,5750118.385618761
12,5561196.089845062
13,5621064.942290219
14,5347712.683258755
15,5633336.749207427
16,5387303.585313203
17,5500670.578142028
18,5541473.3851354625
19,5579961.164729691
20,5551577.784598816
21,5452915.219740183
22,5205235.223537614
23,5387303.585313203
24,5293097.124563092
