0,14860512.90478542
1,14759744.696440302
2,14759744.696440302
3,14759744.696440302
4,14800385.712297762
5,14737936.529479919
6,14817250.134922361
7,14793178.010354975
8,14772491.8300853
9,14779414.170808544
10,14764675.809585923
11,14737936.529479919
12,14744941.859159468
13,14991031.146165412
14,14737936.529479919
15,14737936.529479919
16,14817250.134922361
17,14860512.90478542
18,14764675.809585923
19,14772491.8300853
20,14772491.8300853
21,14737936.529479919
22,14779414.170808544
23,14772491.8300853
24,14759744.696440302
