0,7175309.64941112
1,7461719.406157664
2,7637765.071890291
3,7091493.538594634
4,7088768.684331053
5,7269354.441267318
6,7477558.409718351
7,7835756.067639695
8,7269354.441267318
9,7091493.538594634
10,7091493.538594634
11,7697248.809226754
12,7269354.441267318
13,7088768.684331053
14,7091493.538594634
15,7390151.019935969
16,7076643.256963762
17,7652118.026047946
18,7597209.243901385
19,7523210.543448659
20,7415262.660325487
21,7088768.684331053
22,7623332.3871253105
23,7175309.64941112
24,7544074.935408433
