0,3126171.785974933
1,3329325.862348968
2,3174817.453397214
3,3230333.6458107796
4,3246339.9345285688
5,3127738.9465048644
6,3212705.8879136313
7,3218595.2798088375
8,3118704.050379684
9,3108548.6081715687
10,3307876.974053496
11,2977154.6136462786
12,3147321.748895885
13,3209098.1144387266
14,3296304.241113356
15,3254561.5579414647
16,3139914.4526936305
17,3107692.768622969
18,3188860.077074391
19,3116741.4166668053
20,3035162.0439195186
21,3329023.7626831173
22,3182446.7401787066
23,3182508.985031115
24,3189745.039308261
