0,15861328.474452276
1,15341152.81195109
2,15341152.81195109
3,15861328.474452276
4,15861328.474452276
5,19741082.975156605
6,15341152.81195109
7,15861328.474452276
8,15341152.81195109
9,20651144.464419737
10,15861328.474452276
11,20651144.464419737
12,15341152.81195109
13,15861328.474452276
14,15341152.81195109
15,15341152.81195109
16,15861328.474452276
17,15861328.474452276
18,15861328.474452276
19,15341152.81195109
20,15861328.474452276
21,15861328.474452276
22,15341152.81195109
23,15341152.81195109
24,15861328.474452276
