0,1461875.9799139812,5
1,1507172.1259914648,5
2,1471759.672824347,4
3,1470165.2886751816,4
4,1486535.482327365,4
5,1464311.6847474298,4
6,1523239.5972529491,3
7,1560780.8546644985,5
8,1518334.706285288,5
9,1578188.4186133847,4
10,1522477.6646323835,5
11,1494221.1621268752,5
12,1555190.467919297,4
13,1468113.9882355256,3
14,1517105.1182075315,4
15,1552638.3665477314,5
16,1567747.16310207,4
17,1484472.197428239,5
18,1532533.910039464,4
19,1579567.26394674,4
20,1562885.344267083,5
21,1537006.6161226716,5
22,1570065.1372012568,4
23,1513948.604337043,5
24,1526909.3000268599,4
25,1594294.6876792351,5
26,1517628.2004757328,4
27,1491878.8922114808,5
28,1519149.1306728283,5
29,1474919.4247322148,5
30,1552981.2912736875,4
31,1528910.2895714717,4
32,1435040.694674082,5
33,1581021.9396063853,5
34,1499333.6805216607,7
35,1607942.6762357631,4
36,1494414.5130615572,4
37,1490167.4573694072,4
38,1452305.2601715447,5
39,1582622.1469296662,4
40,1523938.285693848,3
41,1563518.927847096,4
42,1583693.080049184,4
43,1538396.1497273974,4
44,1505802.7127394932,4
45,1506627.6381897163,3
46,1465527.2104794148,4
47,1518492.0882079205,5
48,1465314.611632783,4
49,1528954.5610916247,3
50,1527905.0857472848,4
51,1512944.0000410848,4
52,1513555.9897022075,7
53,1466973.3574298483,4
54,1467445.740493717,6
55,1500426.2533980904,4
56,1524855.2842045908,5
57,1487425.910342238,5
58,1474624.439619577,4
59,1552449.1005180797,4
60,1479877.0816200727,4
61,1581208.0324613638,3
62,1559330.7515569346,4
63,1559398.954745404,6
64,1565052.265174786,5
65,1517051.1107400046,4
66,1499966.3203561106,4
67,1477000.9227816984,7
68,1548500.2599895692,4
69,1497075.8264826732,4
70,1678902.6840017503,6
71,1482426.8480823226,5
72,1542308.7943149281,3
73,1492998.5128783626,4
74,1468620.1515692524,4
75,1449053.4557557139,6
76,1653103.598462126,5
77,1499703.8174658576,4
78,1513404.5996108619,4
79,1440096.3720325876,5
80,1469914.990693641,5
81,1500172.2212408325,4
82,1506163.3611080367,5
83,1536693.1125707936,5
84,1589164.4608014259,5
85,1571072.1379154066,5
86,1554804.5626357542,5
87,1512292.4538719924,5
88,1544084.0467710642,4
89,1527043.7074308547,4
90,1526012.075679485,4
91,1550788.8817365272,5
92,1479461.310712799,4
93,1532495.6105610614,6
94,1600920.7381669797,4
95,1477769.8856344826,6
96,1431511.9755699027,5
97,1530401.2300017138,5
98,1499808.161525728,4
99,1519202.440891322,5
