0,13816649.023007212,8
1,12828046.676954273,6
2,12767347.901721016,8
3,12828046.676954273,8
4,13763777.271102302,5
5,12767347.901721016,7
6,12948430.946959194,7
7,12828046.676954273,8
8,12767347.901721016,6
9,13816649.023007212,7
10,12828046.676954273,6
11,15195546.799446132,5
12,12948430.946959194,5
13,12828046.676954273,4
14,12828046.676954273,6
15,12948430.946959194,4
16,12948430.946959194,9
17,12948430.946959194,4
18,13816649.023007212,4
19,12886831.400875222,7
20,13816649.023007212,8
21,12886831.400875222,4
22,12767347.901721016,8
23,12828046.676954273,5
24,12886831.400875222,5
25,12886831.400875222,4
26,13816649.023007212,5
27,12948430.946959194,6
28,13816649.023007212,8
29,12886831.400875222,4
30,13816649.023007212,4
31,12886831.400875222,4
32,12948430.946959194,4
33,13816649.023007212,17
34,12886831.400875222,5
35,12767347.901721016,7
36,12886831.400875222,6
37,15312486.082189484,4
38,13874585.954549696,4
39,13816649.023007212,9
40,12948430.946959194,7
41,12948430.946959194,7
42,16145429.615398558,7
43,12767347.901721016,7
44,12828046.676954273,5
45,12767347.901721016,8
46,12828046.676954273,6
47,12767347.901721016,14
48,12948430.946959194,8
49,12767347.901721016,4
50,12828046.676954273,5
51,12948430.946959194,9
52,12948430.946959194,6
53,12767347.901721016,8
54,12948430.946959194,6
55,12948430.946959194,4
56,13763777.271102302,3
57,12886831.400875222,6
58,13816649.023007212,7
59,12886831.400875222,10
60,13816649.023007212,5
61,12886831.400875222,5
62,12767347.901721016,5
63,12886831.400875222,5
64,13816649.023007212,5
65,13816649.023007212,11
66,12767347.901721016,5
67,12767347.901721016,8
68,13816649.023007212,9
69,12948430.946959194,4
70,13763777.271102302,3
71,12886831.400875222,6
72,12767347.901721016,8
73,12886831.400875222,7
74,12828046.676954273,5
75,12886831.400875222,6
76,13816649.023007212,10
77,12886831.400875222,3
78,12886831.400875222,6
79,12948430.946959194,9
80,12886831.400875222,4
81,12767347.901721016,6
82,13816649.023007212,8
83,12948430.946959194,5
84,13816649.023007212,5
85,12767347.901721016,8
86,12886831.400875222,6
87,12767347.901721016,5
88,12767347.901721016,4
89,12828046.676954273,4
90,12948430.946959194,6
91,12767347.901721016,6
92,13816649.023007212,11
93,12828046.676954273,4
94,12767347.901721016,6
95,12886831.400875222,5
96,12886831.400875222,5
97,12828046.676954273,6
98,12948430.946959194,6
99,16225729.454713665,4
