0,14777022.384499501,9
1,14744941.859159468,3
2,14874070.146243516,3
3,14759744.696440302,2
4,14777022.384499501,5
5,14777022.384499501,6
6,14800385.712297762,2
7,14777022.384499501,2
8,14744941.859159468,6
9,14800385.712297762,2
10,14777022.384499501,4
11,14793178.010354975,5
12,14772491.8300853,2
13,14744941.859159468,5
14,14759744.696440302,5
15,14777022.384499501,3
16,14874070.146243516,4
17,14744941.859159468,2
18,14759744.696440302,7
19,14800385.712297762,2
20,14759744.696440302,4
21,14744941.859159468,4
22,14817354.517655702,2
23,14764675.809585923,2
24,14800385.712297762,2
25,14737936.529479919,6
26,14737066.497236473,3
27,14737066.497236473,2
28,14800385.712297762,4
29,14737936.529479919,2
30,14800385.712297762,3
31,14779414.170808544,7
32,14737936.529479919,7
33,14817354.517655702,3
34,14817354.517655702,2
35,14744941.859159468,3
36,14918784.53526743,2
37,14779414.170808544,2
38,14988644.059332436,5
39,14988644.059332436,3
40,14759744.696440302,4
41,14759744.696440302,5
42,14737936.529479919,7
43,14744941.859159468,2
44,14800385.712297762,2
45,14759744.696440302,4
46,14817354.517655702,4
47,14772491.8300853,2
48,14874070.146243516,2
49,14779414.170808544,5
50,14737936.529479919,4
51,14800385.712297762,2
52,14737936.529479919,5
53,14777022.384499501,4
54,14759744.696440302,9
55,14777022.384499501,4
56,14777022.384499501,5
57,14772491.8300853,2
58,14772491.8300853,4
59,14988644.059332436,4
60,14737066.497236473,6
61,14779414.170808544,6
62,14918784.53526743,3
63,14744941.859159468,5
64,14874070.146243516,4
65,14817354.517655702,5
66,14737066.497236473,5
67,14817354.517655702,4
68,14777022.384499501,3
69,14737066.497236473,2
70,14759744.696440302,5
71,14779414.170808544,8
72,14737936.529479919,3
73,14744941.859159468,2
74,14777022.384499501,5
75,14737066.497236473,5
76,14772491.8300853,4
77,14744941.859159468,7
78,14737936.529479919,2
79,14759744.696440302,6
80,15072617.496397626,3
81,14759744.696440302,3
82,14874070.146243516,3
83,14779414.170808544,5
84,14777022.384499501,6
85,14860273.980726998,4
86,14759744.696440302,5
87,14759744.696440302,5
88,14737936.529479919,2
89,14779414.170808544,4
90,14737936.529479919,11
91,14777022.384499501,6
92,14737066.497236473,5
93,14737066.497236473,6
94,15072617.496397626,2
95,14779414.170808544,8
96,14744941.859159468,4
97,14777022.384499501,3
98,14759744.696440302,6
99,14779414.170808544,5
