0,3724787.9813875826,5
1,3654502.2298957687,5
2,3521081.5118102194,6
3,3659277.854602542,5
4,3631854.819106249,6
5,3565752.774419742,6
6,3586751.434399256,5
7,3591046.0373027246,5
8,3586764.36482449,6
9,3613706.0215705023,5
10,3551010.3736530966,4
11,3510756.9959454727,5
12,3604511.69895261,5
13,3497298.608335861,7
14,3572552.4945736667,5
15,3551582.539304921,5
16,3546906.0969866603,4
17,3657247.5718360674,5
18,3681215.4513495127,6
19,3535012.8828315157,8
20,3658519.561815049,5
21,3615615.754122915,5
22,3532624.2017809325,5
23,3471088.5143960845,5
24,3591887.281089264,6
