0,5466487.522414822,4,1,22
1,5441276.240559305,3,2,13
2,5441276.240559305,3,3,14
3,5441276.240559305,3,2,11
4,5466487.522414822,2,4,5
5,5441276.240559305,2,3,3
6,5441276.240559305,3,2,7
7,5441276.240559305,3,1,18
8,5441276.240559305,3,2,16
9,5441276.240559305,3,4,10
10,5441276.240559305,3,2,4
11,5441276.240559305,3,2,14
12,5441276.240559305,3,1,15
13,5466487.522414822,3,4,12
14,5441276.240559305,3,2,13
15,5441276.240559305,4,3,16
16,5441276.240559305,2,3,7
17,5441276.240559305,4,2,21
18,5441276.240559305,3,2,14
19,5441276.240559305,2,3,4
20,5441276.240559305,3,2,12
21,5466487.522414822,3,2,17
22,5441276.240559305,4,3,24
23,5441276.240559305,2,2,3
24,5441276.240559305,2,4,7
