0,5310907.832290718,4,16,46
1,5304234.522253714,5,10,50
2,5289847.105481433,5,15,46
3,5296429.293954321,5,14,54
4,5292393.462442486,4,16,49
5,5305185.085754757,5,14,48
6,5267596.240084348,4,14,50
7,5311239.030987873,4,15,43
8,5277140.016447272,3,11,31
9,5277807.617773976,5,15,59
10,5316083.347956589,6,12,58
11,5279701.927157075,4,18,51
12,5283817.302184049,3,17,52
13,5309908.790344669,6,12,54
14,5295611.25993765,7,12,60
15,5309246.232031161,4,18,53
16,5328510.094611201,4,12,51
17,5274471.24249813,5,15,67
18,5349095.292954804,3,17,36
19,5310631.780897464,4,11,33
20,5347105.845034079,3,14,31
21,5295261.632355142,4,24,38
22,5289436.801540393,4,20,35
23,5313121.44732194,5,11,47
24,5282831.666174367,6,18,65
