0,15259508.463603452,3,2,29
1,15259508.463603452,3,2,14
2,15252572.251925893,3,2,19
3,15252572.251925893,3,2,17
4,15252572.251925893,3,2,10
5,15252572.251925893,3,2,28
6,15259508.463603452,3,2,14
7,15252572.251925893,3,1,21
8,15259508.463603452,3,2,27
9,15255998.910193821,3,4,21
10,15259508.463603452,3,2,21
11,15259508.463603452,3,2,23
12,15252572.251925893,3,2,14
13,15259508.463603452,3,2,29
14,15252572.251925893,3,2,23
15,15255998.910193821,3,2,13
16,15259508.463603452,3,1,39
17,15255998.910193821,3,2,20
18,15255998.910193821,3,3,6
19,15252572.251925893,3,4,8
20,15252572.251925893,3,2,14
21,15259508.463603452,3,1,24
22,15259508.463603452,3,2,18
23,15252572.251925893,4,2,29
24,15259508.463603452,3,1,29
