0,3106855.616576989,3,31,47
1,3124368.4882366047,4,33,46
2,3121328.947753828,6,29,55
3,3119215.20570497,3,28,40
4,3105830.9373549013,5,30,50
5,3109015.3273864468,4,29,50
6,3131343.6631050063,3,27,42
7,3128483.1706016534,4,27,58
8,3122974.032232222,4,29,59
9,3120084.6457162807,4,30,55
10,3114175.4254436763,3,32,39
11,3105916.4050227082,4,26,56
12,3114354.1202413435,5,29,56
13,3101604.805709613,4,24,63
14,3106659.3979937434,5,27,61
15,3099875.5340085,5,28,59
16,3125466.059017788,5,29,60
17,3117441.7866113004,4,31,52
18,3115234.92149257,5,30,64
19,3090782.526181066,4,26,58
20,3109408.1233297028,6,26,66
21,3116130.2660272876,3,32,51
22,3111786.870395238,6,32,45
23,3114006.0648042127,4,27,58
24,3100114.5722554834,5,28,57
