0,4610038.908841356,4,15,46
1,4638630.249275356,5,11,47
2,4592662.082542732,4,14,49
3,4634887.173368517,4,14,47
4,4618385.785793207,5,18,58
5,4623442.847769091,4,14,59
6,4625407.371712985,4,17,61
7,4592651.607213896,4,17,51
8,4607912.66275122,5,17,50
9,4613684.107715138,5,15,43
10,4655722.364852611,6,14,40
11,4620202.1573006045,4,16,60
12,4598651.098547737,6,18,40
13,4622512.770057572,4,17,37
14,4627775.782171468,4,19,38
15,4596996.826306286,7,15,66
16,4628165.176941072,4,17,36
17,4633110.972460388,5,13,63
18,4620481.2452144725,7,15,42
19,4619603.144575742,5,12,37
20,4680903.058578959,5,17,43
21,4592776.598708758,7,15,75
22,4628866.61384093,6,16,46
23,4631925.857453845,4,15,52
24,4596278.453482312,6,15,55
