0,2644367.335532127,4,10,29
1,2627691.6370648644,4,8,22
2,2624792.0013721786,3,9,21
3,2608813.839742055,5,6,30
4,2656707.128745476,3,11,17
5,2628979.835775775,3,11,19
6,2628540.979978982,4,6,29
7,2632961.701163059,4,9,35
8,2606694.191476196,4,10,28
9,2652004.942098657,4,12,33
10,2607711.296235636,3,8,21
11,2634821.213014827,3,7,20
12,2631372.2508403715,3,9,27
13,2646033.1108173085,4,9,23
14,2651868.316299372,4,9,21
15,2607711.296235636,5,8,36
16,2681424.9852771773,5,8,19
17,2625096.248358617,3,7,19
18,2639994.649499918,5,12,22
19,2615459.8886644677,4,10,28
20,2620595.771041038,7,8,30
21,2660204.0109752417,3,9,16
22,2649353.0573282717,3,9,18
23,2636696.108603911,4,10,17
24,2627955.311699186,4,9,24
