0,23622976.965189606,2,2,1
1,23622976.965189606,2,1,4
2,23650235.123436093,3,2,3
3,23650235.123436093,1,2,0
4,23622976.965189606,5,1,23
5,23643346.011291087,2,2,6
6,23643346.011291087,2,2,8
7,23643346.011291087,2,2,3
8,23622976.965189606,2,2,2
9,23622976.965189606,3,1,8
10,23650235.123436093,4,2,9
11,23650235.123436093,2,1,10
12,23643346.011291087,2,2,4
13,23643346.011291087,2,1,4
14,23622976.965189606,2,1,2
15,23643346.011291087,2,2,4
16,23643346.011291087,2,1,12
17,23622976.965189606,5,1,14
18,23643346.011291087,3,2,8
19,23622976.965189606,4,1,11
20,23622976.965189606,4,1,13
21,23643346.011291087,2,2,4
22,23650235.123436093,3,2,5
23,23643346.011291087,1,1,0
24,23643346.011291087,1,2,0
