0,13758727.24823311,5,8,73
1,13703733.04289864,6,9,68
2,13742529.754827974,5,8,61
3,13780766.14121108,5,7,52
4,13767831.230860125,5,10,68
5,13735911.220275868,5,9,58
6,13787915.415963495,5,9,67
7,13756092.725554368,4,6,79
8,13698176.70724115,7,5,96
9,13748384.490463037,4,8,63
10,13743983.457869409,5,8,62
11,13806998.610223113,5,6,63
12,13760196.084600117,7,6,86
13,13711076.939776385,6,6,87
14,13773596.294083063,3,8,41
15,13731057.743470915,5,8,51
16,13686209.657056013,5,6,63
17,13778150.17532366,3,10,41
18,13684919.1780526,5,9,50
19,13734370.37778504,5,9,55
20,13699475.086058829,4,8,58
21,13754707.28768223,3,6,44
22,13820205.912459945,6,5,58
23,13760209.103641346,6,8,67
24,13746384.096873058,6,7,70
