0,13493247.120840523,9,15,128
1,13491813.467896326,6,15,75
2,13551879.521221986,5,18,89
3,13451199.594291136,4,15,99
4,13486973.64886148,6,18,102
5,13412732.31212892,9,10,171
6,13440029.575952597,5,14,85
7,13466805.224615045,5,13,75
8,13447894.625474323,8,18,116
9,13478692.645920008,5,17,79
10,13482600.473157778,5,15,80
11,13465719.700740082,7,15,118
12,13490809.007402746,4,15,71
13,13504055.841230322,5,17,89
14,13469261.387945242,5,15,73
15,13421553.047837565,4,17,74
16,13519733.405194068,5,16,76
17,13624823.24436067,5,15,75
18,13439598.815018794,6,15,78
19,13461981.917699346,9,13,103
20,13426640.817877654,7,15,116
21,13479172.867055139,4,13,86
22,13478693.759200254,8,15,91
23,13433934.830649482,5,17,77
24,13435363.994004453,8,18,87
