0,9396307.18723036,7,14,102
1,9452408.237037404,4,11,74
2,9433092.95397437,7,16,95
3,9421087.286550801,4,16,64
4,9374211.498798136,5,16,82
5,9409659.295238763,6,22,93
6,9425698.321918644,3,18,77
7,9434268.014235906,9,14,98
8,9420707.69702072,7,10,105
9,9457045.022441797,4,17,63
10,9409721.19119469,5,19,62
11,9473901.7331132,7,13,81
12,9422386.419983247,4,17,76
13,9433931.228254434,8,16,102
14,9449273.883741744,6,14,88
15,9387541.07678668,5,15,84
16,9424353.867130546,5,14,97
17,9437666.731109628,5,17,91
18,9431991.99197795,5,14,75
19,9446537.947668072,5,15,87
20,9450571.569283284,5,15,66
21,9404326.700353378,5,20,65
22,9408414.849799648,5,14,99
23,9401322.206853729,7,18,115
24,9425083.087316282,4,14,83
