0,2641203.7325046323,3,11,10
1,2614355.2658210825,4,7,30
2,2645848.0555462874,5,6,22
3,2680340.759336569,2,7,15
4,2618130.295938627,4,7,21
5,2635488.34280256,4,7,20
6,2646405.995589889,4,10,28
7,2648339.1621295745,3,8,17
8,2619459.0308071156,3,6,17
9,2656582.1722949613,6,8,19
10,2629414.073561594,4,7,27
11,2649279.012542073,3,6,15
12,2647833.4828706537,3,5,21
13,2629658.7737905313,5,4,29
14,2634630.9078624737,3,7,22
15,2650593.6749657863,2,8,12
16,2641802.875833441,3,7,21
17,2615139.2156645553,6,4,38
18,2679826.3019622383,3,7,16
19,2629697.161006083,4,5,21
20,2651701.610623394,3,7,16
21,2618904.3294622097,4,9,23
22,2636237.1663529584,3,12,16
23,2636006.34825751,3,8,17
24,2636583.2710550968,3,7,16
