0,3820827.7452416983,3,5,15
1,3765947.0489687445,4,4,18
2,3765947.0489687445,3,5,18
3,3790415.0662127435,4,3,18
4,3782592.088856799,3,3,19
5,3816357.336013865,3,5,10
6,3798960.724561,3,5,18
7,3765947.0489687445,4,3,26
8,3787014.8619823935,4,5,18
9,3817354.18825277,3,4,12
10,3823847.0577727403,3,4,18
11,3802581.3645487567,3,4,16
12,3788915.5401646206,3,3,12
13,3779810.719470733,2,6,7
14,3821547.8453793307,3,5,10
15,3786511.1560950717,3,8,13
16,3765947.0489687445,3,5,13
17,3820675.8642371455,2,3,4
18,3805272.983804072,2,4,12
19,3786511.1560950717,3,3,19
20,3765947.0489687445,6,5,29
21,3839535.951459986,3,6,11
22,3789287.621298249,3,4,13
23,3805272.983804072,3,3,16
24,3776920.712983127,4,4,22
