0,10831664.818898493,6,3,51
1,10936045.014703713,4,3,38
2,10876661.640407002,3,4,28
3,10934601.758195603,4,5,22
4,10831664.818898493,5,4,34
5,10907785.25535913,3,4,19
6,10911491.530699492,6,3,39
7,10838952.808651578,5,6,29
8,10831664.818898493,6,6,27
9,10907785.25535913,5,4,33
10,10908978.459359206,4,6,25
11,10831664.818898493,5,4,35
12,10911491.530699492,4,3,35
13,10907785.25535913,5,4,36
14,10953273.51239485,4,6,33
15,10884353.082285369,6,3,39
16,10953273.51239485,6,5,34
17,10833649.360889604,4,7,16
18,10831664.818898493,5,3,36
19,10849948.093221078,3,6,21
20,10907785.25535913,4,3,39
21,10931278.86968103,4,3,25
22,10931278.86968103,3,3,22
23,10831664.818898493,5,4,31
24,10833649.360889604,4,4,33
